page,claim,verdict,tags,date,author,source_list,source_url,value,name
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/16043,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/2272,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/3259,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/5284351,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts,2,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity,2,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract,2,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/7150,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity,3,bianca
https://www.snopes.com/fact-check/childrens-snacks-petroleum/,snacks marketed to children are heavily laden with ingredients that cause cancer.,mostly false,"['cancer', 'carcinogens', 'david avocado wolfe', 'Food Contamination', 'food warnings', 'Odd Ingredients', 'petroleum']",2016/10/02,Alex Kasprak,"['http://europepmc.org/abstract/med/8214803', 'http://feingold.org/about-the-program/dr-feingold/', 'https://web.archive.org/web/20170504194734/https://www.med.illinois.edu/m2/pathology/TAReviews/neoplasia.php', 'https://pubchem.ncbi.nlm.nih.gov/compound/5284351', 'https://pubchem.ncbi.nlm.nih.gov/compound/3259', 'https://pubchem.ncbi.nlm.nih.gov/compound/7150', 'http://www.efsa.europa.eu/en/efsajournal/pub/3765', 'https://pubchem.ncbi.nlm.nih.gov/compound/3080846', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232#section=Food-Additives-and-Ingredients', 'https://pubchem.ncbi.nlm.nih.gov/compound/12961638%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299#section=Toxicity', 'https://www.ncbi.nlm.nih.gov/pubmed/4040101?dopt=Abstract', 'https://www.efsa.europa.eu/en/efsajournal/pub/84', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043%23section=Non-Human-Toxicity-Excerpts', 'https://pubchem.ncbi.nlm.nih.gov/compound/4158', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093232%23section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/19700', 'https://pubchem.ncbi.nlm.nih.gov/compound/6321403', 'https://medlineplus.gov/ency/article/003441.htm', 'https://www.ncbi.nlm.nih.gov/pubmed/20686341?dopt=Abstract', 'https://toxnet.nlm.nih.gov/cgi-bin/sis/search2/r?dbs+hsdb:@term+@rn+@rel+1948-33-0', 'https://pubchem.ncbi.nlm.nih.gov/compound/2272', 'https://pubchem.ncbi.nlm.nih.gov/compound/9322#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043#section=Toxicity', 'https://pubchem.ncbi.nlm.nih.gov/compound/16043', 'https://pubchem.ncbi.nlm.nih.gov/compound/6093299']",http://www.efsa.europa.eu/en/efsajournal/pub/3765,2,bianca
