page,claim,verdict,tags,date,author,source_list,source_url,value,name
https://www.snopes.com/fact-check/open-letter-to-the-french-people/,"senator joseph lieberman authored an open letter to the french people, expressing his contempt for french tolerance of antisemitism.",false.,['Petitions'],,David Mikkelson,['http://www.senate.gov/~lieberman/newsite/biography.cfm'],http://www.senate.gov/~lieberman/newsite/biography.cfm,3,lucas
https://www.snopes.com/fact-check/wounds-that-never-heal/,a wounded vietnam veteran bought a fullpage ad in the army times.,true.,[],,David Mikkelson,['http://www.house.gov/ros-lehtinen/'],http://www.house.gov/ros-lehtinen/,3,lucas
https://www.snopes.com/fact-check/john-pearl-elementary-school-guns/,a sign outside john pearl elementary warns potential school shooters that teachers are armed.,false,"['armed teachers', 'fake signs', 'john pearl elementary school']",,Kim LaCapria,"['http://ypdcrime.com/penal.law/article265.htm#p265.01a', 'https://www.alphabetsigns.com/signs/changeable-sign-letters.html', 'http://www.escapistmagazine.com/forums/read/528.823189-John-Pearl-Elementary-Schools-method-of-deterring-school-shootings']",http://www.escapistmagazine.com/forums/read/528.823189-John-Pearl-Elementary-Schools-method-of-deterring-school-shootings,3,lucas
https://www.snopes.com/fact-check/peter-peter-pumpkin-pleaser/,police officer catches man pleasuring himself with a pumpkin.,false.,['Caught In The Act'],,David Mikkelson,['http://us.imdb.com/Details?0102536'],http://us.imdb.com/Details?0102536,3,lucas
https://www.snopes.com/fact-check/duane-martin/,email reproduces tmz article about duane martin and tisha campbell,false.,['hoaxes'],,David Mikkelson,"['http://www.essence.com/essence/themix/entertainment/0,16109,1657628-1,00.html']","http://www.essence.com/essence/themix/entertainment/0,16109,1657628-1,00.html",3,lucas
https://www.snopes.com/fact-check/lindsay-lohan/,account describes womans finding wallet belonging to actress lindsay lohan.,undetermined.,"['Actors', 'Movies']",,David Mikkelson,['http://www.llrocks.com/'],http://www.llrocks.com/,3,lucas
https://www.snopes.com/fact-check/general-education/,"as a teenager, u.s. secretary of state colin powell learned to speak yiddish while working in a jewishowned baby equipment store in new york.",true.,[],,David Mikkelson,['http://www.targum.com/store/Roth.html'],http://www.targum.com/store/Roth.html,3,lucas
https://www.snopes.com/fact-check/the-bad-american/,comedian george carlin authored a piece about his being a bad american.,false.,[],,David Mikkelson,"['http://dlhq.holyelvis.com/', 'http://web.archive.org/web/20040515093720/http://www.racepics.co.nz/chainletter.htm', 'http://web.archive.org/web/20050409053728/http://www.freerepublic.com/forum/a3b21fbab4b27.htm', 'http://www.tednugent.com']",http://dlhq.holyelvis.com/,3,lucas
https://www.snopes.com/fact-check/islam-tennessee-school/,students at a middle school in tennessee had to transcribe a portion of the shahada.,true,"['allah', 'god', 'islam', 'muslim', 'one and only god', 'only god', 'religion', 'spring hill']",,Dan Evon,"['http://columbiadailyherald.com/news/local-news/parents-concerned-over-religious-curriculum', 'http://springhillhomepage.com/update-12-30-p-m-maury-parents-angered-over-islam-unit-mcps-to-release-statement-thursday-cms-5213']",http://columbiadailyherald.com/news/local-news/parents-concerned-over-religious-curriculum,3,lucas
https://www.snopes.com/fact-check/islam-tennessee-school/,students at a middle school in tennessee had to transcribe a portion of the shahada.,true,"['allah', 'god', 'islam', 'muslim', 'one and only god', 'only god', 'religion', 'spring hill']",,Dan Evon,"['http://columbiadailyherald.com/news/local-news/parents-concerned-over-religious-curriculum', 'http://springhillhomepage.com/update-12-30-p-m-maury-parents-angered-over-islam-unit-mcps-to-release-statement-thursday-cms-5213']",http://springhillhomepage.com/update-12-30-p-m-maury-parents-angered-over-islam-unit-mcps-to-release-statement-thursday-cms-5213,3,lucas
